"value","lon","lat","geoAddress"
" Trader Joe's Pasadena - S Lake Ave (179) 345 S Lake Ave Pasadena, CA 91101 US ",-118.1329065,34.1400495,"345 s lake ave, pasadena, ca 91101, usa"
" Trader Joe's Petaluma (107) 169 N McDowell Blvd Petaluma, CA 94954 US ",-122.6280104,38.2480431,"169 n mcdowell blvd, petaluma, ca 94954, usa"
" Trader Joe's Pinole (230) 2742 Pinole Valley Rd Pinole, CA 94564 US ",-122.2867436,37.9952651,"2742 pinole valley rd, pinole, ca 94564, usa"
" Trader Joe's Pleasanton (66) 3903 Santa Rita Road Pleasanton, CA 94588 US ",-121.8768923,37.6967871,"3903 santa rita rd, pleasanton, ca 94588, usa"
" Trader Joe's Rancho Cucamonga (217) 6401 Haven Ave Rancho Cucamonga, CA 91737 US ",-117.5741371,34.1377362,"6401 haven ave, rancho cucamonga, ca 91737, usa"
" Trader Joe's Rancho Palos Verdes (233) 31176 Hawthorne Blvd Rancho Palos Verdes, CA 90275 US ",-118.4066803,33.7493301,"31176 hawthorne blvd, rancho palos verdes, ca 90275, usa"
" Trader Joe's Rancho Palos Verdes - S. Western Ave. (57) 28901 S Western Ave Rancho Palos Verdes, CA 90275 US ",-118.3108682,33.7557145,"28901 s western ave, rancho palos verdes, ca 90275, usa"
" Trader Joe's Rancho Santa Margarita (27) 30652 Santa Margarita Pkwy Rancho Santa Margarita, CA 92688 US ",-117.5953482,33.6424952,"30652 santa margarita pkwy, rancho santa margarita, ca 92688, usa"
" Trader Joe's Redding (219) 845 Browning St Redding, CA 96003 US ",-122.3571133,40.5917021,"845 browning st, redding, ca 96003, usa"
" Trader Joe's Redlands (99) 552 Orange St Redlands, CA 92374 US ",-117.18117,34.060625,"552 orange st, redlands, ca 92374, usa"
" Trader Joe's Redondo Beach (38) 1761 S Elena Ave Redondo Bch., CA 90277 US ",-118.386143,33.8185616,"1761 s elena ave, redondo bch, ca 90277, usa"
" Trader Joe's Riverside (15) 6225 Riverside Plaza Riverside, CA 92506 US ",-117.3884753,33.9559323,"6225 riverside plaza dr, riverside, ca 92506, usa"
" Trader Joe's Roseville (80) 1117 Roseville Square Roseville, CA 95678 US ",-121.274886,38.7462886,"1117 roseville square, roseville, ca 95678, usa"
" Trader Joe's Sacramento (175) 5000 Folsom Blvd Sacramento, CA 95819 US ",-121.444806,38.560398,"5000 folsom blvd, sacramento, ca 95819, usa"
" Trader Joe's Sacramento (70) 2625 Marconi Ave Sacramento, CA 95821 US ",-121.4001675,38.6185969,"2625 marconi ave, sacramento, ca 95821, usa"
" Trader Joe's San Carlos (174) 1482 El Camino Real San Carlos, CA 94070 US ",-122.248571,37.4963881,"1482 el camino real, san carlos, ca 94070, usa"
" Trader Joe's San Clemente (16) 638 Camino de Los Mares San Clemente, CA 92673 US ",-117.6519251,33.4585538,"638 camino de los mares, san clemente, ca 92673, usa"
" Trader Joe's Del Mar (223 ) 13480 Highlands Place San Diego, CA 92130 US ",-117.1914046,32.9611431,"13480 highlands pl, san diego, ca 92130, usa"
" Trader Joe's Mission Valley (222) 1072 Camino Del Rio North San Diego, CA 92108 US ",-117.1551652,32.7661619,"1072 camino del rio n, san diego, ca 92108, usa"
" Trader Joe's San Diego - Carmel Mtn Ranch (23) 11955 Carmel Mountain Rd San Diego, CA 92128 US ",-117.0750506,32.9821123,"11955 carmel mountain rd, san diego, ca 92128, usa"
" Trader Joe's San Diego - Hillcrest (26) 1090 University Avenue San Diego, CA 92103 US ",-117.1538189,32.7498752,"1090 university ave ste g100-107, san diego, ca 92103, united states"
" Trader Joe's San Diego - Pacific Beach (21) 1640 Garnet Ave San Diego, CA 92109 US ",-117.2407468,32.8009867,"1640 garnet ave, san diego, ca 92109, usa"
" Trader Joe's San Diego - Point Loma (188) 2401 Truxtun Rd San Diego, CA 92106 US ",-117.2172925,32.7359623,"2401 truxtun rd, san diego, ca 92106, usa"
" Trader Joe's San Diego - Sdsu (224) 5140 College Ave San Diego, CA 92115 US ",-117.0703521,32.7720159,"5140 college ave ste 119, san diego, ca 92115, usa"
" Trader Joe's Scripps Ranch (221) 9850 Hibert St San Diego, CA 92131 US ",-117.1151691,32.9144947,"9850 hibert st, san diego, ca 92131, usa"
" Trader Joe's San Dimas (28) 856 W Arrow Hwy San Dimas, CA 91773 US ",-117.8212057,34.1034857,"856 w arrow hwy, san dimas, ca 91773, usa"
" Trader Joe's San Francisco (100) 3 Masonic Ave San Francisco, CA 94118 US ",-122.4478739,37.7833698,"3 masonic ave, san francisco, ca 94118, usa"
" Trader Joe's San Francisco - 9Th St (78) 555 9th St San Francisco, CA 94103 US ",-122.4073786,37.7711099,"555 9th st, san francisco, ca 94103, usa"
" Trader Joe's San Francisco - Nob Hill (200) 1095 Hyde St San Francisco, CA 94109 US ",-122.4179937,37.7906451,"1095 hyde st, san francisco, ca 94109, usa"
" Trader Joe's San Francisco - North Beach (19) 401 Bay St San Francisco, CA 94133 US ",-122.4137734,37.8054998,"401 bay st, san francisco, ca 94133, usa"
" Trader Joe's San Francisco - Pacific Place (225) 10 4th Street San Francisco, CA 94103 US ",-122.4056674,37.7853327,"10 4th st, san francisco, ca 94103, usa"
" Trader Joe's San Francisco - Stonestown (236) 265 Winston Dr San Francisco, CA 94132 US ",-122.4763117,37.7266474,"265 winston dr, san francisco, ca 94132, usa"
" Trader Joe's San Jose - Bollinger (232) 7250 Bollinger Rd San Jose, CA 95129 US ",-122.0309145,37.3117915,"7250 bollinger rd, san jose, ca 95129, usa"
" Trader Joe's San Jose - Coleman Ave (212) 635 Coleman Ave San Jose, CA 95110 US ",-121.9091788,37.3408663,"635 coleman ave, san jose, ca 95110, usa"
" Trader Joe's San Jose - Old Almaden (63) 5353 Almaden Expressway #J-38 San Jose, CA 95118 US ",-121.8793333,37.2515114,NA
" Trader Joe's San Jose - Westgate West (62) 5269 Prospect San Jose, CA 95129 US ",-121.9941504,37.2929672,"5269 prospect rd, san jose, ca 95129, usa"
" Trader Joe's San Juan Capistrano (249) 32151 Camino Capistrano San Juan Capistrano, CA 92675 US ",-117.6636203,33.4960493,"32151 camino capistrano, san juan capistrano, ca 92675, usa"
" Trader Joe's San Luis Obispo (41) 3977 Higuera Street San Luis Obispo, CA 93401 US ",-120.6732376,35.2451064,"3977 s higuera st, san luis obispo, ca 93401, usa"
" Trader Joe's San Mateo - Grant St (67) 1820-22 S Grant Street San Mateo, CA 94402 US ",-122.3025133,37.5545382,"1820-22 s grant st, san mateo, ca 94402, usa"
" Trader Joe's San Mateo - Hillsdale (245) 45 W Hillsdale Blvd San Mateo, CA 94403 US ",-122.298278,37.535429,"45 w hillsdale blvd, san mateo, ca 94403, usa"
" Trader Joe's San Rafael (61) 337 3rd St San Rafael, CA 94901 US ",-122.5164701,37.9695393,"337 3rd st, san rafael, ca 94901, usa"
" Trader Joe's Santa Ana (113) 3329 S Bristol St Santa Ana, CA 92704 US ",-117.8842077,33.7011809,"3329 s bristol st, santa ana, ca 92704, usa"
" Trader Joe's Santa Barbara (183) 3025 De La Vina St Santa Barbara, CA 93105 US ",-119.728949,34.4389627,"3025 de la vina st, santa barbara, ca 93105, usa"
" Trader Joe's Santa Barbara (59) 222 North Milpas Street Santa Barbara, CA 93103 US ",-119.6815129,34.4250274,"222 n milpas st, santa barbara, ca 93103, usa"
" Trader Joe's Valencia (13) 26517 Bouquet Canyon Rd Santa Clarita, CA 91350 US ",-118.5382801,34.4285684,"26517 bouquet canyon rd, santa clarita, ca 91350, usa"
" Trader Joe's Santa Cruz (193) 700 Front St Santa Cruz, CA 95060 US ",-122.0246976,36.974544,"700 front st, santa cruz, ca 95060, usa"
" Trader Joe's Santa Maria (239) 1303 S Bradley Rd Santa Maria, CA 93454 US ",-120.4213274,34.9380236,"1303 s bradley rd, santa maria, ca 93454, usa"
